CardId,RuleFamily,RuleCategory,Trigger,Base,Translate,WordCategory,Before,After,Answer,Outcome,Why,Why-Cym
c001132,"Soft,Contact",Bod+yn,yn,cwmni,company,noun-masc,Mae'r busnes yn,.,gwmni,SM,"After bod + yn + noun (“is a …”), the noun takes Soft Mutation. Here c → g, so cwmni → gwmni.","Ar ôl bod + yn + enw (“yw …”), mae’r enw’n cymryd treiglad meddal. Yma c → g, felly cwmni → gwmni."
c001133,"Soft,Contact",Bod+yn,yn,digwyddiad,event,noun-masc,Mae'r parti yn,arbennig.,ddigwyddiad,SM,"After bod + yn + noun (“is a …”), the noun takes Soft Mutation. Here d → dd, so digwyddiad → ddigwyddiad.","Ar ôl bod + yn + enw (“yw …”), mae’r enw’n cymryd treiglad meddal. Yma d → dd, felly digwyddiad → ddigwyddiad."
c001134,"Soft,Contact",Bod+yn,yn,dewis,choice,noun-masc,Mae hynny'n,doeth.,ddewis,SM,"After bod + yn + noun (“is a …”), the noun takes Soft Mutation. Here d → dd, so dewis → ddewis.","Ar ôl bod + yn + enw (“yw …”), mae’r enw’n cymryd treiglad meddal. Yma d → dd, felly dewis → ddewis."
c001135,"Soft,Contact",Bod+yn,yn,gwasg,press/publisher,noun-fem,Mae'r papur yn,leol.,wasg,SM,"After bod + yn + noun (“is a …”), the noun takes Soft Mutation. With g-, Soft Mutation drops the g, so gwasg → wasg.","Ar ôl bod + yn + enw (“yw …”), mae’r enw’n cymryd treiglad meddal. Gyda g-, mae treiglad meddal yn gollwng y g, felly gwasg → wasg."
c001136,"Soft,Contact",Bod+yn,yn,gwaith,work,noun-masc,Mae hyn yn,anodd.,waith,SM,"After bod + yn + noun (“is a …”), the noun takes Soft Mutation. With g-, Soft Mutation drops the g, so gwaith → waith.","Ar ôl bod + yn + enw (“yw …”), mae’r enw’n cymryd treiglad meddal. Gyda g-, mae treiglad meddal yn gollwng y g, felly gwaith → waith."
c001137,"Soft,Contact",Bod+yn,yn,mudiad,movement/organisation,noun-masc,Mae'r grŵp yn,cenedlaethol.,fudiad,SM,"After bod + yn + noun (“is a …”), the noun takes Soft Mutation. Here m → f, so mudiad → fudiad.","Ar ôl bod + yn + enw (“yw …”), mae’r enw’n cymryd treiglad meddal. Yma m → f, felly mudiad → fudiad."
c001138,"Soft,Contact",Bod+yn,yn,problem,problem,noun-fem,Mae hynny'n,.,broblem,SM,"After bod + yn + noun (“is a …”), the noun takes Soft Mutation. Here p → b, so problem → broblem.","Ar ôl bod + yn + enw (“yw …”), mae’r enw’n cymryd treiglad meddal. Yma p → b, felly problem → broblem."
c001139,None,Bod+yn,yn,llwybr,path/route,noun-masc,Mae'r ffordd yn,hir.,llwybr,NONE,"After bod + yn + noun (“is a …”), apply Soft Mutation — but ll- never changes in Soft Mutation, so it stays llwybr.","Ar ôl bod + yn + enw (“yw …”), rhowch dreiglad meddal — ond nid yw ll- byth yn newid dan dreiglad meddal, felly mae’n aros yn llwybr."
c001140,None,Bod+yn,yn,rheswm,reason,noun-masc,Mae hynny'n,da.,rheswm,NONE,"After bod + yn + noun (“is a …”), apply Soft Mutation — but rh- does not change here, so it stays rheswm.","Ar ôl bod + yn + enw (“yw …”), rhowch dreiglad meddal — ond nid yw rh- yn newid yma, felly mae’n aros yn rheswm."
c001141,None,Bod+yn,yn,ysgol,school,noun-fem,Mae'r adeilad yn,.,ysgol,NONE,"After bod + yn + noun (“is a …”), Soft Mutation applies — but a word starting with a vowel sound shows no spelling change, so it stays ysgol.","Ar ôl bod + yn + enw (“yw …”), mae treiglad meddal yn berthnasol — ond mae gair sy’n dechrau gyda sain llafariad yn dangos dim newid yn y sillafu, felly mae’n aros yn ysgol."
c001142,None,Bod+yn,yn,siop,shop,noun-fem,Mae'r lle hwn yn,.,siop,NONE,"After bod + yn + noun (“is a …”), Soft Mutation applies — but s- never changes, so it stays siop.","Ar ôl bod + yn + enw (“yw …”), mae treiglad meddal yn berthnasol — ond nid yw s- byth yn newid, felly mae’n aros yn siop."
c001143,None,Bod+yn,yn,arian,money,noun-masc,Mae hynny'n,i ni.,arian,NONE,"After bod + yn + noun (“is …”), Soft Mutation applies — but a vowel start can’t show mutation in spelling, so it stays arian.","Ar ôl bod + yn + enw (“yw …”), mae treiglad meddal yn berthnasol — ond ni all dechrau gyda llafariad ddangos treiglad yn y sillafu, felly mae’n aros yn arian."
c001144,None,Bod+yn,yn,siarad,speak/talking,verb-noun,Mae hi'n,bob dydd.,siarad,NONE,"After bod + yn + verb-noun (an action word), no mutation happens. So siarad stays siarad.","Ar ôl bod + yn + berfenw (gair gweithred), nid oes treiglad. Felly mae siarad yn aros yn siarad."
c001145,None,Bod+yn,yn,chwarae,play/playing,verb-noun,Mae'r plant yn,yn y parc.,chwarae,NONE,yn + verb-noun after bod does not mutate the verb-noun. So chwarae stays chwarae.,yn + berfenw ar ôl bod nid yw’n treiglo’r berfenw. Felly mae chwarae yn aros yn chwarae.
c001146,None,Bod+yn,yn,ysgrifennu,write/writing,verb-noun,Mae e'n,llythyr.,ysgrifennu,NONE,"With bod + yn + verb-noun, the verb-noun does not mutate. So ysgrifennu stays ysgrifennu.","Gyda bod + yn + berfenw, nid yw’r berfenw yn treiglo. Felly mae ysgrifennu yn aros yn ysgrifennu."
c001147,None,Bod+yn,yn,astudio,study/studying,verb-noun,Dw i'n,gartref.,astudio,NONE,"In bod + yn + verb-noun, there is no mutation on the verb-noun. So astudio stays astudio.","yn bod + yn + berfenw, does dim treiglad ar y ferfenw. Felly mae astudio yn aros yn astudio."
c001148,None,Bod+yn,yn,helpu,help/helping,verb-noun,Mae'r nyrs yn,pawb.,helpu,NONE,"After bod + yn + verb-noun, the verb-noun does not mutate. So helpu stays helpu.","Ar ôl bod + yn + berfenw, nid yw’r berfenw yn treiglo. Felly mae helpu yn aros yn helpu."
c001149,None,Bod+yn,yn,gwrando,listen/listening,verb-noun,Rydyn ni'n,ar y radio.,gwrando,NONE,"yn does not mutate a verb-noun after bod. So even though it starts with g-, gwrando stays gwrando.","Nid yw yn yn treiglo berfenw ar ôl bod. Felly er ei fod yn dechrau gyda g-, mae gwrando yn aros yn gwrando."
c001150,None,Bod+yn,yn,cerdded,walk/walking,verb-noun,Mae'r ci yn,yn araf.,cerdded,NONE,"In bod + yn + verb-noun, there is no mutation on the verb-noun. So cerdded stays cerdded.","yn bod + yn + berfenw, does dim treiglad ar y ferfenw. Felly mae cerdded yn aros yn cerdded."
c001151,"Soft, Contact",Bod+yn,yn,mawr,big,adj,Mae’r effaith yn,heddiw.,fawr,SM,"After a form of bod, yn before an adjective causes a soft mutation. M- changes to f- so mawr becomes fawr.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae m- yn troi’n f- felly mae mawr yn dod yn fawr.
c001152,"Soft, Contact",Bod+yn,yn,drwg,bad,adj,Roedd y sefyllfa yn,ddoe.,ddrwg,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so drwg becomes ddrwg.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae drwg yn dod yn ddrwg.
c001153,"Soft, Contact",Bod+yn,yn,posibl,possible,adj,Bydd y cytundeb yn,yfory.,bosibl,SM,"After a form of bod, yn before an adjective causes a soft mutation. P- changes to b- so posibl becomes bosibl.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae p- yn troi’n b- felly mae posibl yn dod yn bosibl.
c001154,"Soft, Contact",Bod+yn,yn,mawr,big,adj,Mae’r adeilad yn,ond yn dawel.,fawr,SM,"After a form of bod, yn before an adjective causes a soft mutation. M- changes to f- so mawr becomes fawr.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae m- yn troi’n f- felly mae mawr yn dod yn fawr.
c001155,"Soft, Contact",Bod+yn,yn,tawel,quiet,adj,Mae’r adeilad yn fawr ond yn,.,dawel,SM,"After a form of bod, yn before an adjective causes a soft mutation. T- changes to d- so tawel becomes dawel.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae t- yn troi’n d- felly mae tawel yn dod yn dawel.
c001156,"Soft, Contact",Bod+yn,yn,cyhoeddus,public,adj,Ydy’r archif yn,?,gyhoeddus,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so cyhoeddus becomes gyhoeddus.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae cyhoeddus yn dod yn gyhoeddus.
c001157,"Soft, Contact",Bod+yn,yn,clir,clear,adj,Dydy’r ddogfen ddim yn,eto.,glir,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so clir becomes glir.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae clir yn dod yn glir.
c001158,"Soft, Contact",Bod+yn,yn,diddorol,interesting,adj,"Yn y cyfarfod, roedd y drafodaeth yn",.,ddiddorol,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so diddorol becomes ddiddorol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae diddorol yn dod yn ddiddorol.
c001159,"Soft, Contact",Bod+yn,yn,cyflym,fast,adj,"Ar ôl y newid, mae’r system yn",.,gyflym,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so cyflym becomes gyflym.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae cyflym yn dod yn gyflym.
c001160,"Soft, Contact",Bod+yn,yn,prysur,busy,adj,"O dan bwysau, mae’r staff yn",.,brysur,SM,"After a form of bod, yn before an adjective causes a soft mutation. P- changes to b- so prysur becomes brysur.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae p- yn troi’n b- felly mae prysur yn dod yn brysur.
c001161,None,Bod+yn,yn,lleol,local,adj,Mae’r llyfrgell yn,ac yn boblogaidd.,lleol,NONE,Yn is used in this kind of sentence before an adjective but words starting with ll- do not change here so the form stays the same.,Defnyddir yn yn y math yma o frawddeg cyn ansoddair ond nid yw geiriau sy’n dechrau gyda ll- yn newid yma felly mae’r ffurf yr un fath.
c001162,"Soft, Contact",Bod+yn,yn,poblogaidd,popular,adj,Mae’r llyfrgell yn leol ac yn,.,boblogaidd,SM,"After a form of bod, yn before an adjective causes a soft mutation. P- changes to b- so poblogaidd becomes boblogaidd.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae p- yn troi’n b- felly mae poblogaidd yn dod yn boblogaidd.
c001163,"Soft, Contact",Bod+yn,yn,penodol,specific,adj,Roedd yr adroddiad yn,iawn.,benodol,SM,"After a form of bod, yn before an adjective causes a soft mutation. P- changes to b- so penodol becomes benodol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae p- yn troi’n b- felly mae penodol yn dod yn benodol.
c001164,"Soft, Contact",Bod+yn,yn,cyhoeddus,public,adj,Mae’r datganiad yn,erbyn hyn.,gyhoeddus,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so cyhoeddus becomes gyhoeddus.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae cyhoeddus yn dod yn gyhoeddus.
c001165,"Soft, Contact",Bod+yn,yn,perthnasol,relevant,adj,Dydy’r dystiolaeth ddim yn,yn yr achos yma.,berthnasol,SM,"After a form of bod, yn before an adjective causes a soft mutation. P- changes to b- so perthnasol becomes berthnasol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae p- yn troi’n b- felly mae perthnasol yn dod yn berthnasol.
c001166,"Soft, Contact",Bod+yn,yn,diddorol,interesting,adj,Roedd y dyfyniad yn,iawn.,ddiddorol,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so diddorol becomes ddiddorol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae diddorol yn dod yn ddiddorol.
c001167,"Soft, Contact",Bod+yn,yn,gwahanol,different,adj,Mae’r safbwynt yn,i’r disgwyl.,wahanol,SM,"After a form of bod, yn before an adjective causes a soft mutation. G- drops so gw- becomes w- so gwahanol becomes wahanol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae g- yn diflannu felly mae gw- yn dod yn w- felly mae gwahanol yn dod yn wahanol.
c001168,"Soft, Contact",Bod+yn,yn,drwg,bad,adj,Roedd y sylwad yn,mewn gwirionedd.,ddrwg,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so drwg becomes ddrwg.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae drwg yn dod yn ddrwg.
c001169,"Soft, Contact",Bod+yn,yn,personol,personal,adj,Mae’r neges yn,iawn.,bersonol,SM,"After a form of bod, yn before an adjective causes a soft mutation. P- changes to b- so personol becomes bersonol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae p- yn troi’n b- felly mae personol yn dod yn bersonol.
c001170,"Soft, Contact",Bod+yn,yn,penodol,specific,adj,Roedd yr e-bost yn,ac yn glir.,benodol,SM,"After a form of bod, yn before an adjective causes a soft mutation. P- changes to b- so penodol becomes benodol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae p- yn troi’n b- felly mae penodol yn dod yn benodol.
c001171,"Soft, Contact",Bod+yn,yn,clir,clear,adj,Roedd yr e-bost yn benodol ac yn,.,glir,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so clir becomes glir.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae clir yn dod yn glir.
c001172,"Soft, Contact",Bod+yn,yn,cyhoeddus,public,adj,Bydd y llythyr yn,yfory.,gyhoeddus,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so cyhoeddus becomes gyhoeddus.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae cyhoeddus yn dod yn gyhoeddus.
c001173,"Soft, Contact",Bod+yn,yn,diweddar,recent,adj,Mae’r galwad yn,.,ddiweddar,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so diweddar becomes ddiweddar.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae diweddar yn dod yn ddiweddar.
c001174,"Soft, Contact",Bod+yn,yn,clir,clear,adj,Mae’r llais yn,ar y recordiad.,glir,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so clir becomes glir.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae clir yn dod yn glir.
c001175,"Soft, Contact",Bod+yn,yn,drwg,bad,adj,Roedd y sain yn,ar ddechrau’r sioe.,ddrwg,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so drwg becomes ddrwg.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae drwg yn dod yn ddrwg.
c001176,"Soft, Contact",Bod+yn,yn,cyffredin,common,adj,Mae’r gair yn,mewn Cymraeg llafar.,gyffredin,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so cyffredin becomes gyffredin.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae cyffredin yn dod yn gyffredin.
c001177,"Soft, Contact",Bod+yn,yn,clir,clear,adj,Roedd y brawddeg yn,ar y dudalen.,glir,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so clir becomes glir.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae clir yn dod yn glir.
c001178,None,Bod+yn,yn,syml,simple,adj,Mae’r gramadeg yn gyffredinol yn weddol,.,syml,NONE,Yn is used in this kind of sentence before an adjective but this word does not change under soft mutation so it stays the same.,Defnyddir yn yn y math yma o frawddeg cyn ansoddair ond nid yw’r gair hwn yn newid o dan dreiglad meddal felly mae’n aros yr un fath.
c001179,"Soft, Contact",Bod+yn,yn,gwahanol,different,adj,Roedd y patrwm yn,i’r arfer.,wahanol,SM,"After a form of bod, yn before an adjective causes a soft mutation. G- drops so gw- becomes w- so gwahanol becomes wahanol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae g- yn diflannu felly mae gw- yn dod yn w- felly mae gwahanol yn dod yn wahanol.
c001180,"Soft, Contact",Bod+yn,yn,cywir,correct,adj,Mae’r cyfeiriad yn,ar y ffurflen.,gywir,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so cywir becomes gywir.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae cywir yn dod yn gywir.
c001181,"Soft, Contact",Bod+yn,yn,coch,red,adj,Roedd yr arwydd yn,ac yn amlwg.,goch,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so coch becomes goch.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae coch yn dod yn goch.
c001182,None,Bod+yn,yn,amlwg,obvious,adj,Roedd yr arwydd yn goch ac yn,.,amlwg,NONE,Yn is used in this kind of sentence before an adjective but this word does not change under soft mutation so it stays the same.,Defnyddir yn yn y math yma o frawddeg cyn ansoddair ond nid yw’r gair hwn yn newid o dan dreiglad meddal felly mae’n aros yr un fath.
c001183,"Soft, Contact",Bod+yn,yn,cyflym,fast,adj,Mae’r rhwydwaith yn,yn y swyddfa.,gyflym,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so cyflym becomes gyflym.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae cyflym yn dod yn gyflym.
c001184,"Soft, Contact",Bod+yn,yn,cyflym,fast,adj,Bydd y cyfrifiadur yn,ar ôl yr uwchraddiad.,gyflym,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so cyflym becomes gyflym.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae cyflym yn dod yn gyflym.
c001185,"Soft, Contact",Bod+yn,yn,bach,small,adj,Mae’r ddyfais yn,ond yn ddefnyddiol.,fach,SM,"After a form of bod, yn before an adjective causes a soft mutation. B- changes to f- so bach becomes fach.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae b- yn troi’n f- felly mae bach yn dod yn fach.
c001186,"Soft, Contact",Bod+yn,yn,defnyddiol,useful,adj,Mae’r ddyfais yn fach ond yn,.,ddefnyddiol,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so defnyddiol becomes ddefnyddiol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae defnyddiol yn dod yn ddefnyddiol.
c001187,"Soft, Contact",Bod+yn,yn,cadarn,firm,adj,Roedd y data yn gyffredinol yn,.,gadarn,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so cadarn becomes gadarn.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae cadarn yn dod yn gadarn.
c001188,"Soft, Contact",Bod+yn,yn,personol,personal,adj,Mae’r ffolder yn,—paid â’i rhannu.,bersonol,SM,"After a form of bod, yn before an adjective causes a soft mutation. P- changes to b- so personol becomes bersonol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae p- yn troi’n b- felly mae personol yn dod yn bersonol.
c001189,"Soft, Contact",Bod+yn,yn,clir,clear,adj,Roedd y ffeil yn,pan wnes i ei hagor.,glir,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so clir becomes glir.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae clir yn dod yn glir.
c001190,"Soft, Contact",Bod+yn,yn,clir,clear,adj,Mae’r tudalen yn,ac yn hawdd ei darllen.,glir,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so clir becomes glir.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae clir yn dod yn glir.
c001191,None,Bod+yn,yn,hawdd,easy,adj,Mae’r tudalen yn glir ac yn,ei darllen.,hawdd,NONE,Yn is used in this kind of sentence before an adjective but this word does not change under soft mutation so it stays the same.,Defnyddir yn yn y math yma o frawddeg cyn ansoddair ond nid yw’r gair hwn yn newid o dan dreiglad meddal felly mae’n aros yr un fath.
c001192,"Soft, Contact",Bod+yn,yn,diweddar,recent,adj,Roedd y cyhoeddiad yn,iawn.,ddiweddar,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so diweddar becomes ddiweddar.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae diweddar yn dod yn ddiweddar.
c001193,"Soft, Contact",Bod+yn,yn,diweddar,recent,adj,Mae’r rhifyn yn,.,ddiweddar,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so diweddar becomes ddiweddar.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae diweddar yn dod yn ddiweddar.
c001194,"Soft, Contact",Bod+yn,yn,diddorol,interesting,adj,Roedd yr erthygl yn,ac yn wreiddiol.,ddiddorol,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so diddorol becomes ddiddorol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae diddorol yn dod yn ddiddorol.
c001195,"Soft, Contact",Bod+yn,yn,gwreiddiol,original,adj,Roedd yr erthygl yn ddiddorol ac yn,.,wreiddiol,SM,"After a form of bod, yn before an adjective causes a soft mutation. G- drops so gw- becomes w- so gwreiddiol becomes wreiddiol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae g- yn diflannu felly mae gw- yn dod yn w- felly mae gwreiddiol yn dod yn wreiddiol.
c001196,"Soft, Contact",Bod+yn,yn,diweddar,recent,adj,Mae’r newyddion yn,ac yn peri pryder.,ddiweddar,SM,"After a form of bod, yn before an adjective causes a soft mutation. D- changes to dd- so diweddar becomes ddiweddar.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae d- yn troi’n dd- felly mae diweddar yn dod yn ddiweddar.
c001197,"Soft, Contact",Bod+yn,yn,cyflym,fast,adj,Bydd y gwasanaeth yn,os wyt ti’n archebu ar-lein.,gyflym,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so cyflym becomes gyflym.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae cyflym yn dod yn gyflym.
c001198,"Soft, Contact",Bod+yn,yn,bach,small,adj,Mae’r cyflenwad yn,y tro hwn.,fach,SM,"After a form of bod, yn before an adjective causes a soft mutation. B- changes to f- so bach becomes fach.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae b- yn troi’n f- felly mae bach yn dod yn fach.
c001199,"Soft, Contact",Bod+yn,yn,bach,small,adj,Roedd y stoc yn,dros y Nadolig.,fach,SM,"After a form of bod, yn before an adjective causes a soft mutation. B- changes to f- so bach becomes fach.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae b- yn troi’n f- felly mae bach yn dod yn fach.
c001200,"Soft, Contact",Bod+yn,yn,poblogaidd,popular,adj,Mae’r nwydd yn,yn y siop.,boblogaidd,SM,"After a form of bod, yn before an adjective causes a soft mutation. P- changes to b- so poblogaidd becomes boblogaidd.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae p- yn troi’n b- felly mae poblogaidd yn dod yn boblogaidd.
c001201,"Soft, Contact",Bod+yn,yn,poblogaidd,popular,adj,Mae’r cynnyrch yn,ar hyn o bryd.,boblogaidd,SM,"After a form of bod, yn before an adjective causes a soft mutation. P- changes to b- so poblogaidd becomes boblogaidd.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae p- yn troi’n b- felly mae poblogaidd yn dod yn boblogaidd.
c001202,"Soft, Contact",Bod+yn,yn,bach,small,adj,Roedd y cyflog yn,ar y dechrau.,fach,SM,"After a form of bod, yn before an adjective causes a soft mutation. B- changes to f- so bach becomes fach.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae b- yn troi’n f- felly mae bach yn dod yn fach.
c001203,"Soft, Contact",Bod+yn,yn,personol,personal,adj,Mae’r cyfrif yn,.,bersonol,SM,"After a form of bod, yn before an adjective causes a soft mutation. P- changes to b- so personol becomes bersonol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae p- yn troi’n b- felly mae personol yn dod yn bersonol.
c001204,"Soft, Contact",Bod+yn,yn,mawr,big,adj,Mae’r dyled yn,bellach.,fawr,SM,"After a form of bod, yn before an adjective causes a soft mutation. M- changes to f- so mawr becomes fawr.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae m- yn troi’n f- felly mae mawr yn dod yn fawr.
c001205,"Soft, Contact",Bod+yn,yn,bach,small,adj,Roedd y gyllideb yn,eleni.,fach,SM,"After a form of bod, yn before an adjective causes a soft mutation. B- changes to f- so bach becomes fach.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae b- yn troi’n f- felly mae bach yn dod yn fach.
c001206,"Soft, Contact",Bod+yn,yn,mawr,big,adj,Mae’r dreth yn,i rai pobl.,fawr,SM,"After a form of bod, yn before an adjective causes a soft mutation. M- changes to f- so mawr becomes fawr.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae m- yn troi’n f- felly mae mawr yn dod yn fawr.
c001207,"Soft, Contact",Bod+yn,yn,mawr,big,adj,Mae’r cost yn,os wyt ti’n archebu’n hwyr.,fawr,SM,"After a form of bod, yn before an adjective causes a soft mutation. M- changes to f- so mawr becomes fawr.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae m- yn troi’n f- felly mae mawr yn dod yn fawr.
c001208,"Soft, Contact",Bod+yn,yn,cadarnhaol,positive,adj,Roedd yr asesiad yn gyffredinol yn,.,gadarnhaol,SM,"After a form of bod, yn before an adjective causes a soft mutation. C- changes to g- so cadarnhaol becomes gadarnhaol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae c- yn troi’n g- felly mae cadarnhaol yn dod yn gadarnhaol.
c001209,"Soft, Contact",Bod+yn,yn,penodol,specific,adj,Mae’r archwiliad yn,iawn.,benodol,SM,"After a form of bod, yn before an adjective causes a soft mutation. P- changes to b- so penodol becomes benodol.",Ar ôl ffurf ar bod mae yn cyn ansoddair yn achosi treiglad meddal. Mae p- yn troi’n b- felly mae penodol yn dod yn benodol.
